Date,close,High,Low,Open,Volume
2022-01-03,323.1608581542969,326.2983422140473,318.3629198137134,323.7400918729225,28865100
2022-01-04,317.6194763183594,323.59517698244974,314.82951579453515,323.2379618678629,32674300
2022-01-05,305.4267272949219,314.78125567055275,305.0405814422899,314.5785047925629,40054300
2022-01-06,303.0133056640625,307.66644167118665,300.7060346434731,302.30856806148427,39646100
2022-01-07,303.167724609375,305.5425494460259,299.35446457752903,303.2739021914228,32720000
2022-01-10,303.38983154296875,303.824264140596,294.1415080824136,298.77531830555176,44289500
2022-01-11,304.07525634765625,305.6488002414314,299.1614780529444,302.53064320042563,29386800
2022-01-12,307.2513427734375,312.2134078663537,306.10253873709456,308.60289772987363,34372200
2022-01-13,294.2476501464844,309.7709684945666,293.4753583562799,309.37515937724777,45366000
2022-01-14,299.4607238769531,300.0592544355826,293.2340145006697,293.7167042364733,39846400
2022-01-18,292.17218017578125,299.0746396078269,291.29368105373146,293.54303240583926,42333200
2022-01-19,292.8285217285156,303.0422523236715,292.2203574511124,295.6860659770476,45933900
2022-01-20,291.15850830078125,300.86056199781444,290.7144419109229,298.36989546394483,35380700
2022-01-21,285.78125,293.58150224513423,285.37577770702404,292.2106800557735,57984400
2022-01-24,286.1094665527344,286.82383782749025,266.49295154897675,282.0838512555884,85731500
2022-01-25,278.5022888183594,284.77725480885573,275.2972516566814,281.4273871708722,72848600
2022-01-26,286.43780517578125,297.81964019269344,282.88521491771667,297.3272871136232,90428900
2022-01-27,289.4593505859375,296.66107253209896,287.615472429576,292.1817275159188,53481300
2022-01-28,297.587890625,297.80027529096344,284.2560022424525,289.8358945088993,49743700
2022-01-31,300.2137756347656,301.56530125918164,295.7633601067022,298.25405611410014,46444500
2022-02-01,298.07061767578125,299.87587283189384,294.5662849793049,299.66348813934843,40950400
2022-02-02,302.6078796386719,304.2104133019044,298.1864540558619,298.9104887522053,36636000
2022-02-03,290.8205871582031,300.45508559766955,289.57523929937065,298.7753051603236,43730000
2022-02-04,295.3482666015625,298.10923839128986,289.5849486370163,289.81663033655974,35096500
2022-02-07,290.5309753417969,297.1824248464775,289.5173091795903,295.57025756283554,28533300
2022-02-08,294.0159606933594,294.9813401359987,289.5655756040924,290.8205570951065,32421200
2022-02-09,300.4357604980469,301.1308349501558,296.74803301981893,299.14215544071413,31284700
2022-02-10,291.9114685058594,298.41811714419794,290.289637957717,293.5140020692782,45386200
2022-02-11,284.8255615234375,293.755321446796,284.03394330282464,292.6933981582962,39175600
2022-02-14,284.78692626953125,286.4860034605709,281.263297311286,283.599498987924,36359500
2022-02-15,290.0675964355469,290.3861587262389,286.7370251821731,289.62353008877903,27058300
2022-02-16,289.7289428710937,291.05424249393616,284.09881075240287,288.6358039056966,29982100
2022-02-17,281.2450866699219,287.1170334540753,280.53889193473333,286.6913858769695,32461600
2022-02-18,278.5365295410156,284.27306141380194,276.9693853417557,283.489489314172,34264000
2022-02-22,278.3332824707031,282.02866399823324,275.2183321526316,275.70201990685416,41736100
2022-02-23,271.1263732910156,282.18349983515145,270.9619359564501,280.71306989618563,37811200
2022-02-24,284.9792175292969,285.5306287899003,262.6618519792794,263.6195740429497,56989700
2022-02-25,287.61041259765625,287.9199798483663,282.1350636287986,285.51122425806165,32546700
2022-02-28,289.0421447753906,289.3807321175086,283.44103215371325,284.7082917445892,34627500
2022-03-01,285.3274230957031,290.1836376065008,282.6187539107419,286.73009989470324,31217800
2022-03-02,290.3965148925781,291.63475461259384,284.118256021791,285.7240737108103,31873000
2022-03-03,286.26580810546875,293.2405780996094,284.4567908872236,293.0084173965025,27314500
2022-03-04,280.40350341796875,286.0143001348497,277.80128997128503,284.6890001626616,32356500
2022-03-07,269.81072998046875,280.2390376841762,269.4431225318955,279.1168784545169,43157200
2022-03-08,266.8505859375,274.695988493688,261.19143233256847,268.7369507911687,48159500
2022-03-09,279.087890625,280.1520098038728,271.6197490086795,274.1929719241488,35204500
2022-03-10,276.2727966308594,277.2498554429739,271.42623538275626,273.7866342304661,30628000
2022-03-11,270.93292236328125,280.06495143344847,270.31378773793114,278.5655013687833,27209300
2022-03-14,267.4212646484375,276.0889401837973,266.8214966088996,271.1940228987204,30660700
2022-03-15,277.7818908691406,278.4300454950149,269.63660504784883,271.2037487581612,34245100
2022-03-16,284.7857666015625,284.9598871545855,273.96082939248333,279.67799420383034,37826300
2022-03-17,285.58868408203125,285.96594529158506,279.9295297629921,283.7216558783688,30816600
2022-03-18,290.628662109375,291.1800733202025,283.17988724924487,285.7337436372442,43390600
2022-03-21,289.4001159667969,290.3481547741918,285.2790860660752,289.1389351574977,28351200
2022-03-22,294.1402282714844,295.04956371485423,289.0228029822153,290.01919868863627,27599700
2022-03-23,289.7193298339844,293.3373349131294,288.0070855267432,290.7060719110069,25715400
2022-03-24,294.1789245605469,294.2756680245102,288.58749479820733,289.380749871962,24484500
2022-03-25,293.7725524902344,295.5331827921374,289.5257898630663,295.27200206372703,22566500
2022-03-28,300.56365966796875,300.6603736261478,294.4014512941623,294.4014512941623,29578200
2022-03-29,305.11993408203125,305.5165616109736,298.9674100649689,303.6688707174927,30393400
2022-03-30,303.6205139160156,305.6423550476428,301.41489856711223,303.52379996649006,28163600
2022-03-31,298.2515869140625,304.858779193998,297.84530566978634,303.6592133025089,33422100
2022-04-01,299.3253479003906,300.01217625691254,295.57192614031334,299.2769614109713,27110500
2022-04-04,304.6942749023437,304.8296921264754,299.605870116793,299.9734775453708,24289600
2022-04-05,300.7377624511719,304.5975820485766,299.7607035467808,303.04977502360924,23156700
2022-04-06,289.7289428710937,296.9842586358123,287.0299571404709,295.2333114596833,40110400
2022-04-07,291.5379333496094,293.7435481849462,286.6817192400576,286.9816032664707,31411200
2022-04-08,287.2815246582031,291.2961273756615,286.6140331520905,290.6383190722913,24361900
2022-04-11,275.9535827636719,283.0637700550185,275.70205565183903,282.27054447193905,34569300
2022-04-12,272.8578796386719,281.2546903076533,271.3390933052269,279.80362733168846,30966700
2022-04-13,278.2366027832031,279.1652752180004,272.12278108336227,273.5061508141746,21907200
2022-04-14,270.70068359375,278.9040387773758,270.2073421446939,278.69121497830656,28221600
2022-04-18,271.36822509765625,273.24493634757675,269.25935312303267,269.81076436616644,20778000
2022-04-19,275.9922180175781,276.83385950003543,269.32701618181187,270.2653715965898,22297700
2022-04-20,277.0176086425781,280.2486684960281,276.0599164323017,279.9584381594304,22906700
2022-04-21,271.6487121582031,283.7312227224096,270.9231805322284,279.1652091753969,29454600
2022-04-22,265.0899658203125,273.96081411049454,264.46117751038287,272.4903841306375,29405800
2022-04-25,271.56170654296875,271.93896771296136,261.9363065596579,264.37411220746367,35678900
2022-04-26,261.4042663574219,269.2786893101123,261.19144251967543,268.4467603674442,46518400
2022-04-27,273.9801025390625,281.47726299922044,270.05256019523966,272.89664665414017,63477700
2022-04-28,280.1809997558594,281.4869627202717,272.2775281140742,275.88584973003594,33646600
2022-04-29,268.4660949707031,280.4228740335642,267.4793823797048,279.1942879944,37073900
2022-05-02,275.1893615722656,275.6440293239036,267.2085121919129,268.6498925117606,35151100
2022-05-03,272.5870361328125,274.8603742030319,271.01020952406554,274.69590739712066,25978600
2022-05-04,280.5196228027344,281.3902550491014,267.7018944721031,273.37070203873003,33599300
2022-05-05,268.3016662597656,277.00804788297944,265.3898558476399,276.22447589864737,43260400
2022-05-06,265.7671203613281,270.13964762879215,262.41997938914824,265.8444974229105,37780300
2022-05-09,255.94818115234372,263.4743609013348,254.72930817179343,261.24940919614534,47726000
2022-05-10,260.70770263671875,264.819048596667,256.4222361684426,262.82625738724875,39336400
2022-05-11,252.0496826171875,262.50700973823547,250.84046320428223,257.012323811264,48975900
2022-05-12,247.01934814453125,251.4015581261665,241.86323478464925,249.2830033480953,51033800
2022-05-13,252.60110473632807,254.45847882495977,247.0193583116015,248.95410945636127,34925100
2022-05-16,252.9687347412109,257.14780467191986,247.43534479276175,251.47896796071555,32550900
2022-05-17,258.1151123046875,259.5758290893692,253.8973401930708,257.4282545122422,28828800
2022-05-18,246.3632659912109,255.5941355122733,245.0930547402276,255.01235236440064,31356000
2022-05-19,245.45184326171875,249.84427550605224,244.2301162531535,246.18875585167464,32692300
2022-05-20,244.88943481445312,250.68782539404745,238.9553115969885,249.42729026419417,39199300
2022-05-23,252.73370361328125,253.55789389015007,245.73298352377532,247.73043098596384,33175400
2022-05-24,251.73501586914065,253.3930727760668,245.80089254690245,250.0575770395254,29043900
2022-05-25,254.5469207763672,256.5443535711688,249.32063736572647,250.2999718413976,28547900
2022-05-26,257.8243103027344,258.9975529486111,253.4900680754524,254.3045527743794,25002100
2022-05-27,264.9413452148437,265.0383140061704,259.43386111985046,260.32593257304654,26910800
2022-05-31,263.61297607421875,266.4248936649032,260.7622650462861,264.2529346305631,37827700
2022-06-01,264.14630126953125,269.25623459703166,261.8385798988137,266.84186825760014,25292200
2022-06-02,266.2406005859375,266.30848168782734,253.6548406449659,256.41828799648613,44008200
2022-06-03,261.819091796875,265.14494022982973,260.2580040266988,262.1002923632558,28059000
2022-06-06,260.5877380371094,265.85281527967646,259.10420716791305,263.79720697367605,22400300
2022-06-07,264.22381591796875,264.8346867223125,257.86305412954965,258.54180604342474,22860700
2022-06-08,262.19732666015625,264.7086616945771,261.4216058677899,263.4578322605081,17372300
2022-06-09,256.7480163574219,264.4274598263861,256.59287219967115,259.647196979162,26439700
2022-06-10,245.30636596679688,252.6658293283701,244.86033026242535,252.6658293283701,31422800
2022-06-13,234.9022521972656,241.45695191998857,234.1944273628666,237.66570001230667,46135800
2022-06-14,237.0645294189453,238.27656531045733,234.1750252009215,236.45365859510807,28651500
2022-06-15,244.11370849609372,247.54620227137173,238.9358949520811,240.76849254553997,33111700
2022-06-16,237.5299530029297,239.90554045067185,235.6391799239251,238.5092727014499,33169200
2022-06-17,240.1285400390625,242.8919877338187,236.6184889029332,237.2681383521673,43084800
2022-06-21,246.0335998535156,247.0129195467826,241.9320596633375,242.65928121254296,29928300
2022-06-22,245.44212341308597,249.3594317398159,242.7659386682965,244.23977847011096,25939900
2022-06-23,250.998046875,251.49256693334425,245.92690820106463,247.80799006493163,25861400
2022-06-24,259.5696716308594,259.8411665426449,253.7712800832726,253.858543134483,33923200
2022-06-27,256.8449401855469,260.1513477506031,255.2838227151279,260.0640847254071,24615100
2022-06-28,248.6903839111328,258.8036043245108,248.5352397655749,255.9625992863611,27295500
2022-06-29,252.3555603027344,254.01361699822036,247.99221661030452,249.76663880388975,20069800
2022-06-30,249.02978515625,251.64779510442656,245.2191505618349,249.24310470455129,31730900
2022-07-01,251.6962738037109,251.88050567438424,246.87723145769297,248.60318462773756,22837700
2022-07-05,254.8668975830078,254.99295404252345,247.00320860845787,248.38007952148388,22941000
2022-07-06,258.1248779296875,259.8508160325724,254.4305945207555,255.73959933597524,23824400
2022-07-07,260.2483825683594,260.8883411729017,256.97103225603274,257.0680010610952,20859900
2022-07-08,259.5308532714844,259.95749231914675,255.29358006652836,256.74802329518,19658800
2022-07-11,256.4764709472656,258.4351100703667,254.21721973412835,257.58183216621444,19455200
2022-07-12,245.96571350097656,257.8630619352438,244.3852139665222,257.8048865798043,35868500
2022-07-13,245.04458618164065,245.84937984355255,240.57459691919928,242.59142655470853,29497400
2022-07-14,246.3632659912109,247.39107006314063,238.47048883303967,242.95987452362783,25102800
2022-07-15,248.92306518554688,252.462203796879,247.03229230010425,247.95343654733435,29774100
2022-07-18,246.52810668945312,252.91795652335915,245.60696234722732,251.86106474959865,20975000
2022-07-19,251.6476593017578,251.8318910663569,245.9753272022898,249.75687207169827,25012600
2022-07-20,254.30450439453125,256.825544892012,251.04656621862563,252.00648914711223,22788300
2022-07-21,256.7964172363281,256.8449164174271,249.22362075768532,251.89980497891423,22404700
2022-07-22,252.4525146484375,257.27157048099224,251.2017149281793,257.18430744869886,21881300
2022-07-25,250.968994140625,253.5579159003276,249.01035473546935,253.07310152958124,21056000
2022-07-26,244.2494659423828,251.98711369487128,241.9902440697429,251.96770218262552,39348000
2022-07-27,260.5780029296875,261.84821413779025,250.9883906372331,253.22823052881697,45994000
2022-07-28,268.0150756835937,269.40163763919867,259.734438202384,261.5573449144308,33459300
2022-07-29,272.2135925292969,273.43533434326656,268.22843217911804,269.265942145244,32152800
2022-08-01,269.5664978027344,272.7371731572371,267.4623903988592,269.3822659732868,21539600
2022-08-02,266.4734191894531,269.4501869895359,264.1075223258195,267.6175741801885,22754200
2022-08-03,273.8910827636719,274.8897993696397,268.209041893933,268.3545099048049,23518900
2022-08-04,275.0352478027344,275.18068622817475,271.6609579696077,273.2414283136965,18098700
2022-08-05,274.3177185058594,275.0352344302973,270.2161775634962,270.6719043348699,16774600
2022-08-08,271.80633544921875,277.23626231037696,270.83670670939483,275.4230317107007,18739200
2022-08-09,273.7261962890625,274.4825055635908,269.1786348849365,271.1470097408237,23405200
2022-08-10,280.3777770996094,281.0080296985738,278.2252006729384,279.4178543656592,24687800
2022-08-11,278.3028564453125,282.3656036148159,277.80836586315127,282.0165514391727,20065900
2022-08-12,283.0443420410156,283.0443420410156,278.2252857983071,279.71852241187486,22619700
2022-08-15,284.5569763183594,285.2454045080501,281.29900803496633,282.16199190447594,18085700
2022-08-16,283.8200378417969,285.1096607169614,281.5996091944976,283.1219039219732,18102900
2022-08-17,283.07183837890625,285.0443616245307,281.2742116606303,281.536556451653,18253400
2022-08-18,281.9543762207031,283.64510179006146,280.8952114970056,281.9737992817374,17186200
2022-08-19,278.04815673828125,281.06039158484833,277.4748651159436,280.7202952926748,20570000
2022-08-22,269.8860168457031,274.46265350884744,269.3710240123007,274.0934077691384,25061100
2022-08-23,268.6131286621094,270.96459435110165,267.6025659844231,268.6131286621094,17527400
2022-08-24,267.9815673828125,269.3807990421432,267.3207976827984,267.6123215763872,18137000
2022-08-25,270.954833984375,271.12000411237733,266.7474140953736,269.47785126704287,16583400
2022-08-26,260.4995422363281,272.40270697945806,260.3926709090645,271.1783719738918,27549300
2022-08-29,257.72052001953125,259.82906392811554,256.3795873901303,258.3229611362696,20338500
2022-08-30,255.5244903564453,259.4889596293657,253.27989612081268,259.11974353789395,22767100
2022-08-31,254.06695556640625,259.5472538449104,253.93090517708,257.8759809716696,24791800
2022-09-01,253.0272674560547,253.50341421016236,248.1785592255229,251.54058765801105,23263400
2022-09-02,248.81016540527344,257.24440126393586,247.2651866674922,254.29049419909367,22855400
2022-09-06,246.0796661376953,250.5299783454673,244.80675888454647,248.94615387316767,21328200
2022-09-07,250.78268432617188,251.50172318852577,246.0505735684008,247.48866611987492,24126700
2022-09-08,251.2005157470703,253.05644149900624,247.57612734264936,250.21913202904068,20319900
2022-09-09,256.9722900390625,257.7205078743252,252.9203725752876,253.124418506028,22084700
2022-09-12,259.1002502441406,259.87761738911445,257.6524465635684,258.2548875674703,18747700
2022-09-13,244.8553771972656,253.02725242179903,244.46669355719365,251.51142329243044,33353300
2022-09-14,245.078857421875,247.03194264420256,242.7856758728281,246.35176481752865,23913000
2022-09-15,238.43255615234372,244.28210110293705,237.11106126505769,242.698261406042,31530900
2022-09-16,237.8106689453125,238.354811263805,235.2065402152561,237.3442485350908,39791800
2022-09-19,237.5968475341797,238.1992885727713,234.0307589518075,235.60488673742472,26826900
2022-09-20,235.58547973632807,236.6154654509246,232.85504199150716,235.21624880625103,26660300
2022-09-21,232.18458557128903,240.64798513191116,232.13599826014465,237.35396708033133,28625600
2022-09-22,234.1571044921875,236.9555675025579,230.8436634388637,231.1351576468061,31061200
2022-09-23,231.1837615966797,234.3028832870533,228.54077185815763,232.7578897399294,34176000
2022-09-26,230.72708129882807,234.61382940182548,230.1926504693125,230.3384124192353,27694200
2022-09-27,229.71652221679688,234.95391443946423,227.86059652886277,233.18543702119825,27018700
2022-09-28,234.2445831298828,235.4689033648044,228.08407652025923,230.10518718115333,29029700
2022-09-29,230.77560424804688,233.15623383177936,227.77309573435863,232.12624824404912,27484200
2022-09-30,226.30584716796875,233.7295336409088,226.1406621930938,231.5432383662329,35694800
2022-10-03,233.9239044189453,234.7692672584992,228.01604641968547,228.7448115784085,28880400
2022-10-04,241.8334045410156,243.2714967881829,238.0438172971348,238.15070343334904,34888400
2022-10-05,242.1443634033203,243.4852960194291,237.18876929584695,239.02525687467363,20347100
2022-10-06,239.80259704589844,243.25208841301955,239.1127076685333,240.91031948888855,20239900
2022-10-07,227.6079559326172,234.4875013005094,226.56824378188696,234.0793797349826,37769600
2022-10-10,222.7592010498047,227.91885563531727,220.3105461386793,226.45161389079223,29743600
2022-10-11,219.02793884277344,222.5745899538486,217.76474295842996,221.17535850206903,30474000
2022-10-12,219.3583068847656,221.40856673598395,217.6189939430992,219.0182105557888,21903900
2022-10-13,227.6079559326172,229.4152942481377,212.92576556201,213.62538135038992,42551800
2022-10-14,222.0887451171875,230.52299472511268,221.8749728230323,228.8711152108653,30198600
2022-10-17,230.8047790527344,232.1942989747583,228.4824480465505,229.14320282236488,28142300
2022-10-18,231.74734497070312,237.02359816073528,228.70595997557888,236.3531465983229,26329600
2022-10-19,229.78448486328125,232.8258692197208,227.6564884494634,230.32862708609497,19985700
2022-10-20,229.46388244628903,234.47779099740976,228.2201242543972,229.09465146313715,21811000
2022-10-21,235.26483154296875,236.1199207742884,227.86058198177213,228.09379217943177,26299700
2022-10-24,240.2495574951172,240.8228491396145,234.4680240920333,236.8583652791892,24911200
2022-10-25,243.56301879882807,243.9322497035884,238.8697697379953,240.2592747562869,34775500
2022-10-26,224.77061462402344,231.5529848474216,223.5462796746697,224.62485269698536,82543200
2022-10-27,220.3300018310547,227.0735112053549,219.3874643636516,224.49853205636384,40424600
2022-10-28,229.1917724609375,229.9011145363862,219.64981530818488,219.83443818188343,40647700
2022-10-31,225.5576629638672,228.2686626281402,224.60539921895972,227.14150237504404,28357300
2022-11-01,221.70982360839844,229.06550140142764,220.89361007725955,227.95777880152,30592300
2022-11-02,213.8682861328125,224.7511761173168,213.8099724660985,222.9632758339781,38407000
2022-11-03,208.18392944335935,214.16952462545237,207.92156981485337,213.8585776839984,36633900
2022-11-04,215.1217498779297,215.31608428144708,207.38711607311453,211.39047595404304,36789100
2022-11-07,221.41827392578125,221.9429931186714,215.01486125373305,215.7047654290473,33498000
2022-11-08,222.38995361328125,225.09124173650707,219.4457437895728,222.22476863616475,28192500
2022-11-09,218.1533966064453,222.15675627667915,217.9785001005137,220.93242142810288,27852900
2022-11-10,236.1004638671875,236.44056019136823,228.34640704745317,228.7642252711611,46268000
2022-11-11,240.1135406494141,240.9686298310699,235.0801950029828,236.1101955294159,34620200
2022-11-14,234.71096801757807,237.0041496395175,232.43722428466577,235.13851261558185,31123300
2022-11-15,235.1190490722656,240.00663234232655,233.23397436498703,238.70457562812345,31390100
2022-11-16,235.54779052734372,237.5648577519869,234.2712959425725,236.58067882132508,24093300
2022-11-17,235.4990997314453,237.02895459171623,231.55268915517976,231.69884700298584,23123500
2022-11-18,235.0508575439453,237.50641331153855,232.9168638897255,237.2822848010197,27613500
2022-11-21,235.85968017578125,238.412670064692,235.02167370459304,235.25552629377435,26394700
2022-11-22,238.7634429931641,239.03628090244808,234.55393320096024,237.36026810624583,19665700
2022-11-23,241.2482147216797,241.93030944994973,238.02286939557064,238.8413830694947,19508500
2022-11-25,241.16049194335935,242.33953807886877,240.4199192943966,240.98508768019252,9200800
2022-11-28,235.57704162597656,240.34198047417644,234.64160171816695,239.78656581676748,24778200
2022-11-29,234.1836395263672,236.5807174931827,232.11786260072927,235.2262668897324,17956300
2022-11-30,248.6148681640625,248.80001134833023,233.72565090628407,234.41749940509243,47594200
2022-12-01,248.17637634277344,249.56979735290412,244.50278888285192,247.37734047819936,26041500
2022-12-02,248.49794006347656,249.51133581657103,243.30425151606136,243.4309315609044,21528500
2022-12-05,243.8012237548828,247.32865369266585,241.7159540650557,245.5649312894988,23435300
2022-12-06,238.85110473632807,245.41873605992336,237.5453785123422,244.4053403751184,22463700
2022-12-07,238.1202545166016,239.86448375431664,236.0155076220211,238.56849660022095,20481500
2022-12-08,241.0727996826172,242.3785408111069,236.84379768747013,238.5782734342088,22611800
2022-12-09,239.1434631347656,241.9595517487918,237.91569256943416,238.44187570641893,20609700
2022-12-12,246.05209350585935,246.08132507137836,240.8486666838132,241.1215045410221,30665100
2022-12-13,250.34933471679688,257.1703110963209,246.59779176063924,254.99733220148903,42196900
2022-12-14,250.64163208007807,255.87429024836365,247.80605139518312,250.5539373871962,35410900
2022-12-15,242.64163208007807,247.69890163014767,241.0143436570325,247.23118166191023,35560400
2022-12-16,238.4321136474609,243.4503976711588,237.28228413602537,242.19339565744824,86102000
2022-12-19,234.300537109375,238.9388105919564,232.60504677186884,238.5977558234553,29696400
2022-12-20,235.61602783203125,236.69764045155708,232.32246573736623,233.2773983167744,25150800
2022-12-21,238.17874145507807,239.33830980722612,233.96923237652257,235.5088259570718,23690600
2022-12-22,232.0983428955078,235.80116166317555,227.8888188559996,235.08982055529697,28651700
2022-12-23,232.62451171875,232.760930644904,227.95702179597365,230.07152258563397,21207000
2022-12-27,230.89979553222656,232.8193994439389,229.7986903288203,232.59528581734625,16688600
2022-12-28,228.5319366455078,233.5892057168544,228.18114298539857,230.8315806687688,17457100
